Title,Series_Title,Issue_Number,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Price,Sell_Method,Num_of_Bids,Shipping_Price,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score
The Amazing Spider-Man 134 1st appearance of Tarantula Punisher Cameo,The Amazing Spider-Man,,https://i.ebayimg.com/images/g/1o0AAOSwciVjgmu0/s-l500.jpg,--,,Marvel Comics,,,US Comics,,Bronze Age (1970-83),,,"Tarantula, Punisher",,,US $36.55,highest_bidder,5,$10.85,"Dec 01, 2022","Harker Heights, Texas, United States",dylagarne-50,82
"THE AMAZING SPIDER-MAN #66 **MYSTERIO, MARVEL COMIC",The Amazing Spider-Man,66,https://i.ebayimg.com/images/g/h7YAAOSwDDJjgmp1/s-l500.jpg,Acceptable,,Marvel Comics,1968,Single Issue,US Comics,John Romita Sr.,Silver Age (1956-69),Comic Book,Superheroes,Mysterio,,,US $31.33,highest_bidder,10,$5.85,"Dec 01, 2022","Harker Heights, Texas, United States",dylagarne-50,82
Amazing Spider-Man #75 - Death without Warning Marvel 1969 Comics,Amazing Spider-Man,,https://i.ebayimg.com/images/g/SBsAAOSwcEJjiE8k/s-l500.png,Very Good,,Marvel Comics,,,US Comics,,Silver Age (1956-69),,,Spider-Man,,,US $19.95,best_offer_accepted,,$5.95,"Dec 01, 2022","Chula Vista, California, United States",finestcitycomics,2025
Amazing Spider-man 215 (1981): FREE to combine- in Fine/Very Fine condition,Amazing Spider-Man,,https://i.ebayimg.com/images/g/W1YAAOSwuVtjbl6e/s-l500.jpg,Like New,,Marvel,1981,Single Issue,US Comics,,Bronze Age (1970-83),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $7.99,buy_it_now,,$2.99,"Dec 01, 2022","Warren, Michigan, United States",marksvint,4655
Marvel Comics The Amazing Spider-Man May 1981 VOL#1 NO#216 Comic Book Comics,The Amazing Spider-Man,216,https://i.ebayimg.com/images/g/hi4AAOSwvZVjRvoe/s-l500.jpg,--,,Marvel Comics,1981,,US Comics,,Bronze Age (1970-83),Comic Book,,Spider-Man (Peter Parker),,Marvel (MCU),US $4.55,buy_it_now,,$8.55,"Dec 01, 2022","Summerville, South Carolina, United States",crowdersllc,7440
SECRET WARS II NO 7 HIGH GRADE SPIDER-MAN HULK WOLVERINE MARVEL COMICS 1986,Secret Wars II,8,https://i.ebayimg.com/images/g/0GoAAOSwpFtjN0AZ/s-l500.jpg,Like New,,Marvel Comics,1986,Single Issue,US Comics,First Printing,Copper Age (1984-1991),Comic Book,,Thundersword,,Marvel (MCU),US $9.95,buy_it_now,,$5.95,"Dec 01, 2022","Oxford, Mississippi, United States",comiccorner84,2340
Amazing Spider-Man #92 2022 CGC 9.8 Momoko Variant Cover 1:25 Black Cat Comic,Amazing Spider-Man,92,https://i.ebayimg.com/images/g/y9EAAOSwOE5jPO7-/s-l500.jpg,Very Good,9.8 Near Mint/Mint,Marvel Comics,2022,N/A,US Comics,Graded,Modern Age (1992-Now),Comic Book,"Action, Adventure, Classics, Superheroes, War",Spider-Man,,Marvel (MCU),US $79.99,best_offer_accepted,,$15.00,"Dec 01, 2022","Rancho Cordova, California, United States",premium-comics,5725
AMAZING SPIDER-MAN (#6) R1C0 EXCLUSIVE TRADE DRESS Unknown 60TH Anniversary nm,Amazing Spider-Man,6,https://i.ebayimg.com/images/g/l6IAAOSwkrlje9Sq/s-l500.jpg,Brand New,9.4 Near Mint,Marvel,2022,Single Issue,US Comics,"Boarded, Collector's Edition, Double Edition, Limited Edition, Special Edition, Variant Cover",Modern Age (1992-Now),"Incentive Variant, Mail-Away Variant, Price Variant, Retailer Exclusive Variant, Store Variant, Subscription Variant","Action, Adventure, Superheroes, War","Captain Marvel, Miles Morales, Wolverine, Black Widow, Hawkeye, Iron Fist, Iron Man, Spider-Man, Spider-Woman, The Hulk, Thor, Deadpool, Anti-Venom, Black Panther, Cable, Carnage, Doctor Strange, Gwenpool, Gwen Stacy, Hulk (Amadeus Cho), Morbius, Spider-Gwen, Taskmaster, Venom",,"Disney, Marvel (MCU)",US $9.99,highest_bidder,3,$5.99,"Dec 01, 2022","Reading, Pennsylvania, United States",justcomicsv2,230
Avenging Spider-Man #12 -  Deadpool Cover - Norman Rockwell Homage - 9.4 NM,Avenging Spider-Man,12,https://i.ebayimg.com/images/g/C0gAAOSwPKdjOJn8/s-l500.jpg,--,9.6 Near Mint+,Marvel Comics,,,US Comics,,Modern Age (1992-Now),,,Spider-Man,,,US $7.95,buy_it_now,,$4.99,"Dec 01, 2022","Vancouver, Washington, United States",goodguyscomics,2240
Secret Warriors #1 CGC 9.8 w/ WHITE PAGES from 2017! Marvel 1st print F52,Amazing Spider-Man,1,https://i.ebayimg.com/images/g/BegAAOSw0HNjF9FF/s-l500.jpg,Like New,9.8 Near Mint/Mint,Marvel Comics,2021,Single Issue,US Comics,First Printing,Modern Age (1992-Now),Virgin Variant,Superheroes,Spider-Man (Miles Morales),,Star Wars,US $99.99,buy_it_now,,,"Dec 01, 2022","Bonsall, California, United States",excitebytegames,19212
Spawn #8  CBCS  9.8  Spiderman homage cover.  McFarlane,,,https://i.ebayimg.com/images/g/HnoAAOSw~JFjf8ey/s-l500.jpg,Like New,,Image Comics,,,US Comics,,,,,,,,US $26.00,highest_bidder,4,$10.60,"Dec 01, 2022","Lancaster, Ohio, United States",shoppingpookie69,2004
The Wedding of Spider-Man and Black Cat Annual 1 Marvel Comics NM/NM+,The Wedding Of Spiderman & Black Cat,,https://i.ebayimg.com/images/g/YYcAAOSwu6xjM0~i/s-l500.png,Good,9.4 Near Mint,Marvel Comics,2019,Single Issue,US Comics,1st Edition,Modern Age (1992-Now),Comic Book,"Action, Adventure, Science Fiction, Superheroes","Black Cat (Felicia Hardy), Black Cat (Linda Turner), Spider-Man (Peter Parker)",,Marvel (MCU),US $25.00,buy_it_now,,$10.00,"Dec 01, 2022","Edison, New Jersey, United States",bricksandbamboos,89
,Avengers: No Surrender,,,,Ungraded,Marvel Comics,2018,,US Comics,,Modern Age (1992-Now),Graphic Novel,Superheroes,"Captain America (Steve Rogers), Vision, Enigma, Hawkeye (Clint Barton), Black Panther, Spider-Man (Peter Parker), Hulk (Amadeus Cho), Captain Marvel (Carol Danvers), Squirrel Girl, Rogue",Avengers: Back to Basics (2018) Ser.,,,,,,,,,
Spiderman #81 - VF/NM - Cat Has Come to the City,Spider-Man,,https://i.ebayimg.com/images/g/7f0AAOSwkZ5jf-C3/s-l500.jpg,--,,Marvel Comics,,Single Issue,US Comics,,Modern Age (1992-Now),,Superheroes,Spider-Man (Peter Parker),,Marvel (MCU),C $1.99,highest_bidder,1,C $6.50,"Dec 01, 2022","Nepean, Ontario, Canada",ddesabrais,7472
The Amazing Spiderman #361 Silver Print Carnage First Appearance Comic Book,The Amazing Spider-Man,,https://i.ebayimg.com/images/g/ByUAAOSwdkhjckX9/s-l500.jpg,Like New,,First Comics,,,US Comics,First Printing,,Comic Book,,Carnage,,,GBP 100.00,best_offer_accepted,,GBP 30.10,"Dec 01, 2022","Birmingham, United Kingdom",emal420,15
"Amazing Spider-man #212, 1st appearance of Hydro-man",Amazing Spider-Man,,https://i.ebayimg.com/images/g/k6IAAOSwB2pjf974/s-l500.jpg,Acceptable,,,,,US Comics,,,,,,,,US $0.99,highest_bidder,1,$3.99,"Dec 01, 2022","Sykesville, Maryland, United States",dusanjaksic,98
Punisher Annual # 1--Spider Man appearance--Ri,Punisher,1,https://i.ebayimg.com/images/g/dcsAAOSwCDVjf92v/s-l500.jpg,Very Good,8.5 Very Fine+,Marvel,2009,Single Issue,US Comics,First Printing,Modern Age (1992-Now),,Superheroes,Spider Man,,,US $1.95,highest_bidder,2,$4.50,"Dec 01, 2022","Coraopolis, Pennsylvania, United States",zarthanious4568,10311
Amazing Spider-Man 253 VF (1st app of The Rose) 1984,Amazing Spider-Man,3,https://i.ebayimg.com/images/g/1rAAAOSwDC5jJP8Q/s-l500.jpg,Good,8.0 Very Fine,Marvel Comics,1984,Single Issue,US Comics,"First Printing, 1st Edition, Boarded, First Character Appearance, Key Issue",Copper Age (1984-1991),Comic Book,Superheroes,"the rose, Spider-Man",Amazing Spider-Man,Marvel (MCU),US $14.00,best_offer_accepted,,$3.50,"Dec 01, 2022","Columbus, Ohio, United States",the-comic-strip,669
"SPIDER-MAN #6  TODD MCFARLANE  NMT 1ST PRINT HOBGOBLIN, GHOST RIDER  MARVEL 1990",spider-man,6,https://i.ebayimg.com/images/g/H7sAAOSwe7pem1-1/s-l500.jpg,--,,Marvel,1990,Single Issue,US Comics,,Copper Age (1984-1991),,Superheroes,Spider-Man,,Marvel (MCU),C $7.25,best_offer_accepted,,C $5.25,"Dec 01, 2022","North Vancouver, British Columbia, Canada",car42,4137
The Amazing Spider-Man # 165 & # 166 Marvel 1976  Battle's The Reptile Men! VF+,The Amazing Spider-Man,"165,166",https://i.ebayimg.com/images/g/0a4AAOSwxhFjPZCx/s-l500.jpg,Like New,8.5 Very Fine+,Marvel Comics,1975,Single Issue,US Comics,"1st Edition, Collector's Edition",Bronze Age (1970-83),Comic Book,Superheroes,Spidey,The Amazing Spider-Man,"Disney, Marvel (MCU)",US $24.99,best_offer_accepted,,$5.99,"Dec 01, 2022","Buckeye, Arizona, United States",drivetrucomics,15428
"Peter Parker, The Spectacular Spider-Man # 23 Marvel 11/78 Early Moon Knight 9.0",Peter Parker,23,https://i.ebayimg.com/images/g/UoEAAOSwNi9i0waW/s-l500.png,Like New,9.0 Very Fine/Near Mint,Marvel,1978,Single Issue,US Comics,Collector's Edition,Bronze Age (1970-83),Comic Book,Superheroes,Moon Knight,1st,"Disney, Marvel (MCU)",US $15.99,best_offer_accepted,,$5.29,"Dec 01, 2022","Buckeye, Arizona, United States",drivetrucomics,15428
Friendly Neighborhood Spider-man #6 & 7,Friendly Neighborhood Spider-Man,,https://i.ebayimg.com/images/g/mHIAAOSwRi9jf4Cw/s-l500.jpg,Very Good,,,,,US Comics,,,,,,,,GBP 6.00,highest_bidder,3,GBP 28.81,"Dec 01, 2022","London, United Kingdom",daigoro789,1120
Amazing Spiderman #6 Ed McGuinness Variant Marvel Comics 2022,Amazing Spider-Man,1,https://i.ebayimg.com/images/g/OtsAAOSwg01jEtCW/s-l500.jpg,--,,marvel,2000,,US Comics,Limited Edition,,Virgin Variant,,"Spider-Girl, Spider-Gwen, Spider-Man (Miles Morales), Spider-Man (Peter Parker), Spider-Man 2099, Spider-Woman (Gwen Stacy), Spider-Woman (Jessica Drew), Spider-Woman (Julia Carpenter), Spider-Woman (May Parker)",,,US $7.99,buy_it_now,,$5.49,"Dec 01, 2022","San Tan Valley, Arizona, United States",collectorsexpo,5358
SPIDER-MAN #9  WOLVERINE  TODD MCFARLANE  PERCEPTIONS PART 2  NMT 1ST PRINT 1991,SPIDER-MAN,9,https://i.ebayimg.com/images/g/e~wAAOSw4tBem1~I/s-l500.jpg,--,Ungraded,Marvel,1991,Single Issue,US Comics,,Copper Age (1984-1991),,Superheroes,"Wolverine, Spider-Man",,Marvel (MCU),C $6.25,best_offer_accepted,,C $5.25,"Dec 01, 2022","North Vancouver, British Columbia, Canada",car42,4137
Amazing Spider-Man #2 (2022) MARVEL In-Hyuk Lee Variant Release 05/25/2022,,,https://i.ebayimg.com/images/g/u74AAOSwP6ViOpH6/s-l500.jpg,Brand New,,Marvel,2022,,US Comics,,,,,,The Amazing Spider-Man,,C $5.25,buy_it_now,,C $14.00,"Dec 01, 2022","Laval, Quebec, Canada",bd.cosmos,4288
Sealed Ultimate Spider-Man Volume 4 Legacy TPB (Bendis Bagley Graphic Novel),Ultimate Spider-Man,3,https://i.ebayimg.com/images/g/9sQAAOSwxOljEPa8/s-l500.jpg,Brand New,,Marvel Comics,,Trade Paperback,US Comics,,Modern Age (1992-Now),Graphic Novel,,Spider-Man,Ultimate Spider-Man,,C $24.99,best_offer_accepted,,C $14.99,"Dec 01, 2022","New Brunswick, Canada",cn2117,921
Amazing Spider-Man #2 (2022) MARVEL Derrick Chew 1:25 Variant Release 05/25/2022,,,https://i.ebayimg.com/images/g/nIYAAOSwyd9iOpJO/s-l500.jpg,Brand New,,Marvel,2022,,US Comics,,,,,,The Amazing Spider-Man,,C $40.00,buy_it_now,,C $14.00,"Dec 01, 2022","Laval, Quebec, Canada",bd.cosmos,4288
SPIDER-MAN #17   THANOS COVER & STORY  NMT 1ST PRINTING MARVEL 1991,,17,https://i.ebayimg.com/images/g/1EIAAOSwEg9em1-k/s-l500.jpg,--,,Marvel,,,,,,,,SPIDERMAN,SPIDERMAN,,C $9.99,best_offer_accepted,,C $4.99,"Dec 01, 2022","North Vancouver, British Columbia, Canada",car42,4137
Miles Morales: The Ultimate Spider-Man TPB Ultimate Collection Volume 1 2 3,Miles Morales: Ultimate Spider-Man,,https://i.ebayimg.com/images/g/U~wAAOSwwi9jccB8/s-l500.jpg,Like New,,,,,US Comics,,,,,,,,US $54.95,buy_it_now,,$6.84,"Dec 01, 2022","West Warwick, Rhode Island, United States",vacantjay,251
"MARVEL TALES ISSUE #8 (VG+) SPIDER-MAN, THE MENACE OF MYSTERIO 1967",,,https://i.ebayimg.com/images/g/ntUAAOSwrp9hppsK/s-l500.jpg,Very Good,4.5 Very Good+,Marvel Comics,1967,,US Comics,,Silver Age (1956-69),,"Action, Action/Adventure, Superheroes",Various,Marvel Tales,Marvel (MCU),US $8.75,buy_it_now,,$6.00,"Dec 01, 2022","Moonachie, New Jersey, United States",anthonyscomicbookart-online,77613
 STRANGE Comic with poster!  5 March 1977 Spider Man &c French Language edition,Strange,,https://i.ebayimg.com/images/g/~W4AAOSwMSti9rBf/s-l500.jpg,Very Good,,Intergrafica,1977,Trade Paperback,US Comics,,,,Superheroes,,,,GBP 16.95,buy_it_now,,GBP 7.50,"Dec 01, 2022","Sleepy Suffolk, United Kingdom",cormorant49,4016
"Amazing Spider-Man 300 CGC 6.0 First Appearance of Venom, Todd McFarlane",Amazing Spider-Man,,https://i.ebayimg.com/images/g/TE8AAOSwKNFjhVDK/s-l500.jpg,Very Good,6.0 Fine,Marvel Comics,1988,Single Issue,US Comics,First Character Appearance,Copper Age (1984-1991),Comic Book,Superheroes,"Spider-Man, Venom",,Marvel (MCU),US $324.00,highest_bidder,1,$12.75,"Dec 01, 2022","Denver, Colorado, United States",romeisflying,119
Stillwater #13-15 & The Escape Lot NM/MT Image Comics,Spider-Man,1,https://i.ebayimg.com/images/g/fJUAAOSw84hjguHD/s-l500.jpg,--,,Marvel,2021,,US Comics,Complete Series,,,War,Devil,,,US $12.00,buy_it_now,,$4.00,"Dec 01, 2022","Independence, Missouri, United States",pujolsroy5,12280
"Spider-Man by David Michelinie and Erik Larsen Omnibus by Erik Larsen (2017,...",Spider-Man,,https://i.ebayimg.com/images/g/rZgAAOSwYTxjhonK/s-l500.jpg,--,,"Marvel Worldwide, Incorporated",2017,Hardcover,US Comics,,,,Comics & Graphic Novels,,,,US $175.00,buy_it_now,,,"Dec 01, 2022","Cleveland, Ohio, United States",goomba816,652
Amazing Spider-Man #433 | NM- | Mister Hyde | Mary Jane | Marvel,Amazing Spider-Man,433,https://i.ebayimg.com/images/g/mikAAOSwmNNibgkZ/s-l500.jpg,Brand New,9.2 Near Mint-,Marvel Comics,1998,Single Issue,US Comics,First Printing,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man (Peter Parker),1st,Marvel,US $5.00,buy_it_now,,$5.00,"Dec 01, 2022","Fort Wayne, Indiana, United States",indy4456,4091
Marvel Tales Spider-Man 1 NM/NM+ STAN LEE 80th Anniversary JOHN ROMITA SR 2019,Spider-Man,1,https://i.ebayimg.com/images/g/-4MAAOSwPYRhSFUJ/s-l500.jpg,Like New,,Marvel Comics,2019,,US Comics,,,,,Spider-Man,Marvel Tales,,US $12.95,buy_it_now,,$5.95,"Dec 01, 2022","Oxford, Mississippi, United States",comiccorner84,2340
Marvel Tales 20 Vol 2 Mid Grade 4.0 Marvel Comic Book D62-42,Marvel Tales 20 Vol 2 Mid Grade 4.0 Marvel Comic Book D62-42,,https://i.ebayimg.com/images/g/KnoAAOSwn29iwwnW/s-l500.jpg,Like New,See Title/Photos For Grade and Condition,Marvel Comics,N/A,Single Issue,US Comics,,Silver Age (1956-69),Comic Book,"Action, Adventure, Fiction, Superheroes",Spider-Man (Peter Parker),,Marvel (MCU),US $13.99,buy_it_now,,$1.99,"Dec 01, 2022","East Providence, Rhode Island, United States",pleasantviewcomics,17411
Marvel Team-Up # 22 - Spider-Man & Hawkeye ,Spider-Man,22,https://i.ebayimg.com/images/g/Nn8AAOSwddRjhCWh/s-l500.jpg,Good,,Marvel,,,US Comics,,,,,,,,US $4.00,buy_it_now,,$5.45,"Dec 01, 2022","Toledo, Ohio, United States",419toledo,723
Marvel Tales #12 (1968) Reprints Amazing SpiderMan #17 Green Goblin! VG,Amazing Spider-Man,12,https://i.ebayimg.com/images/g/OrYAAOSwUe1jE3He/s-l500.jpg,--,,Marvel,1968,Single Issue,US Comics,Reprint,Silver Age (1956-69),Comic Book,Superheroes,Spider-Man,Marvel Tales,Marvel (MCU),US $8.99,buy_it_now,,$5.00,"Dec 01, 2022","San Carlos, California, United States",jeff-tina,4611
Marvel Comics Marvel Tales starring Spider-Man #56 F/VF,,20,https://i.ebayimg.com/images/g/k0YAAOSwhNZifkqp/s-l500.jpg,--,,Marvel Comics,,,US Comics,,,,,,,,US $6.99,buy_it_now,,$2.99,"Dec 01, 2022","Dunnellon, Florida, United States",smich2015,1978
"Peter Parker, The Spectacular Spider-Man # 23 Marvel 11/78 Early Moon Knight 9.0",Peter Parker,23,https://i.ebayimg.com/images/g/UoEAAOSwNi9i0waW/s-l500.png,Like New,9.0 Very Fine/Near Mint,Marvel,1978,Single Issue,US Comics,Collector's Edition,Bronze Age (1970-83),Comic Book,Superheroes,Moon Knight,1st,"Disney, Marvel (MCU)",US $15.99,best_offer_accepted,,$5.29,"Dec 01, 2022","Buckeye, Arizona, United States",drivetrucomics,15428
Marvel Tales Starring The Amazing Spider-man  26,The Amazing Spider-Man,26,https://i.ebayimg.com/images/g/ELQAAOSwaQdi0xhD/s-l500.jpg,Very Good,,Marvel Comics,1970,Single Issue,US Comics,Reprint,Bronze Age (1970-83),Comic Book,"Action, Adventure, Superheroes","The Human Torch, Spider-Man (Peter Parker), Thor (Donald Blake)",,Marvel (MCU),US $8.20,buy_it_now,,$5.85,"Dec 01, 2022","Philadelphia, Mississippi, United States",casino_comics,143
The Amazing Spider-Man #203 (1980) VF- 7.5,Amazing Spider-Man,,https://i.ebayimg.com/images/g/D0AAAOSw~2JjhYpR/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,1980,,US Comics,,Bronze Age (1970-83),,,,,,US $5.00,best_offer_accepted,,$5.00,"Dec 01, 2022","Vancouver, Washington, United States",psharkey4hhr,16128
Spectacular Spider-Man vol.2 Lot -Marvel 2003- #1-27! Complete Run! 27 Issues!,The Spectacular Spider-Man,,https://i.ebayimg.com/images/g/9nYAAOSwENhjYtv5/s-l500.jpg,Like New,,Marvel Comics,2003,,US Comics,"Boarded, Complete Series",Modern Age (1992-Now),Comic Book,Superheroes,"Spider-Man (Peter Parker), Venom",,,US $54.95,buy_it_now,,FREE,"Dec 01, 2022","Athens, Alabama, United States",waresfromearth,96
Marvel Tales #10 - Reprints 1st Kraven the Hunter,Marvel Tales,10,https://i.ebayimg.com/images/g/OUcAAOSwfp9jQIjb/s-l500.jpg,Very Good,4.5 Very Good+,Marvel Comics,1967,Single Issue,US Comics,,Silver Age (1956-69),Comic Book,Superheroes,Spider-Man (Peter Parker),,,US $11.16,buy_it_now,,,"Dec 01, 2022","Nashville, Indiana, United States",bluejazz-in,1953
The Amazing Spider-Man # 165 & # 166 Marvel 1976  Battle's The Reptile Men! VF+,The Amazing Spider-Man,"165,166",https://i.ebayimg.com/images/g/0a4AAOSwxhFjPZCx/s-l500.jpg,Like New,8.5 Very Fine+,Marvel Comics,1975,Single Issue,US Comics,"1st Edition, Collector's Edition",Bronze Age (1970-83),Comic Book,Superheroes,Spidey,The Amazing Spider-Man,"Disney, Marvel (MCU)",US $24.99,best_offer_accepted,,$5.99,"Dec 01, 2022","Buckeye, Arizona, United States",drivetrucomics,15428
"SECRET WARS II #8 F/VF, Newsstand, Marvel Comics 1986 Stock Image",Secret Wars II,,https://i.ebayimg.com/images/g/unIAAOSwBQti145G/s-l500.jpg,--,7.0 Fine/Very Fine,Marvel Comics,1986,,,,Copper Age (1984-1991),,,Spider-Man (Peter Parker),,,US $6.00,buy_it_now,,$3.99,"Dec 01, 2022","San Jose, California, United States",leescomicsinc.,34999
,Secret Wars II,,,,6.0 Fine,Marvel Comics,1985,,,,Copper Age (1984-1991),,,Spider-Man (Peter Parker),,,,,,,,,,
Spider-Man #524 MARVEL UK Reprints ASM #238 1st appearance HOBGOBLIN RARE 1983,Spider-Man,47,https://i.ebayimg.com/images/g/qKYAAOSwNstjhhgw/s-l500.jpg,Good,5.5 Fine-,Marvel Comics,1983,Single Issue,US Comics,"First Printing, 1st Edition, First Character Appearance, Key Issue",Bronze Age (1970-83),Comic Book,"Action, Adventure, Superheroes","Hobgoblin, Spider-Man (Peter Parker), Spider-Man",,Marvel (MCU),GBP 95.00,best_offer_accepted,,GBP 15.95,"Dec 01, 2022","Lutterworth, United Kingdom",landaura.comics,6828
"SECRET WARS II #3 F, Direct, Marvel Comics 1985 Stock Image",Secret Wars II,,https://i.ebayimg.com/images/g/Z8YAAOSwNzNi14Vr/s-l500.jpg,--,6.0 Fine,Marvel Comics,1985,,,,Copper Age (1984-1991),,,Spider-Man (Peter Parker),,,US $8.00,buy_it_now,,$3.99,"Dec 01, 2022","San Jose, California, United States",leescomicsinc.,34999
"Essential Peter Parker, the Spectacular Spider-Man #1 (Marvel, 2005)","Essential Peter Parker, the Spectacular Spider-Man",1,https://i.ebayimg.com/images/g/qyoAAOSwfpZjiPGr/s-l500.jpg,Like New,,Marvel Comics,2005,,US Comics,,,,Superheroes,"Rampage (Iceman) (villain), Sons of the Tiger, the Hitman (villain), Tri-Man, Ms. Marvel (cameo), Glory Grant, Morbius, Harry Osborne, The Thing, Gena, Human Torch (Johnny Storm) (cameo), Champions (Ghost Rider, Lieutenant D'Angelo, Mary Jane Watson, Rampage (villain), University President Dwyer, Police Lieutenant D'Angelo, Stuart Clarke (villain), Tarantula (villain), The Empathoid, The Beetle, Darter, Joe Knuckles, Masked Marauder, Razorback (Buford Hollis) (introduction), Holly Gillis (1st), Prowler (cameo flashback), Montana, White Tiger, Black Widow) (cameo flashback), Martine Bancroft, Filippo (cameo flashback), Hector Ayala, President Dwyer, Angel, Triton, Marty, the Hitman (Burt Kenyon) (Introduction), Fantastic Four (Invisible Girl, Mr. Morgan (villain), Robbie Robertson, Carrion (cameo), Lotus Shinchuko (cameo flashback), Mary Ann Macone, Kingpin (flashback), The Enforcers (Ox II, Jimmy D'Angelo, Iceman, Tarantula, Lightmaster, Maggia, Liz Allen, Holly Gillis, Stuart Clark (cameo flashback), Carrion, Professor Hutton, Warlock (flashback), Nova (cameo), Abe Beame, Montana) (villain), Anna May Watson, Iron Fist (cameo flashback), Jacob Bolt, Achmed Korba (Sha Shan's husband), Man-Beast (villain), The Vulture (villain), Karnak, Shang-Chi (cameo flashback), Black Widow, Mr. Morgan, Bernie, The Lightmaster (Dr. Lansky) (Intro, Detective Jimmy D'Angelo, Otto, Hector Ayala (White Tiger), Sister Sun (Sha Shan), Michael Morbius, Bob Diamond (cameo flashback), Bobby Sue Hollis (introduction), Jefferson Bolt, clone of Professor Miles Warren), White Tiger (Hector Ayala), Marlene Alraune, The Empathoid (villain, introduction), Brother Power (villain), Man-Beast (as the Hate-Monger) (villain), Inhumans (Medusa, Lin Sun (cameo flashback), Flash Thompson, Darter (Randy Vale) (Introduction), Jack of Hearts (cameo flashback), Richard Gorman (introduction), Brother Power (Achmed Korba) (Intro, Sha Shan, Professor Ramon Vasquez (villain), Hans Jorgenson, Lightmaster (Edward Lansky) (villain), Pulaski (policeman), Curt Connors, White Tiger (Hector Ayala) (guest star), Dr. Jack Tryon, Darkstar (Team Disbands)) (cameo flashback), The Mercy Killers (introduction), Spider-Man (Peter Parker), Daredevil (Matt Murdock), Moon Knight, Mr. Fantastic), Lockjaw, Professor Miles Warren (flashback), Crawley, Savage Skulls (street gang), Gorgon, Abe Brown (cameo flashback), Razorback (cameo), Amy, Vice Chancellor Lansky, Professor Ramon Vasquez (villain, introduction), Betty Brant, Aunt May, Falzon, Sentinel (cameo flashback), Brother Power (Achmed Korba) (villain), Kraven (villain), Human Torch, Harry Osborn, Mrs. Muggins, The Vulture, Razorback, Champions (Darkstar, Scorpion (Mac Gargan), Fancy Dan), Officer Joey Macone, Villain), Blackbyrd, Anna Watson, Professor Ballinger, Hercules, Mr. Yuschek, Dr. Henry Orlock, Ghost Rider, Bobbi Sue Hollis, Awilda Ayala, O'Donnell (policeman), Mr. Goldin, Hulk (flashback), Sister Sun (Sha Shan) (Intro), Bobby Sue Hollis, Brother Power (Achmed Korba) (villain, Fancy Dan, Black Hand (villain), Cyclone, Carrion (Introduction, death?), J. Jonah Jameson, Black Bolt, Man-Beast (as Hate-Monger) (villain), Flash Thompson (cameo flashback), Frenchie, Enforcers (Ox, Mary Jane Watson (cameo flashback), The Hypno-Hustler (introduction), Richard Gorman",,,US $20.00,buy_it_now,,FREE,"Dec 01, 2022","Epping, New Hampshire, United States",hutc_66,159
,,129,,,,Marvel,,,,,,,,,,,,,,,,,,
1975 Marvel Special Edition #1 The Spectacular Spider-Man Stan Lee FN/VF 7.0?,The Spectacular Spider-Man,1,https://i.ebayimg.com/images/g/LC4AAOSwEkBjdeCW/s-l500.jpg,Very Good,,Marvel Comics,1975,,US Comics,1st Edition,,Comic Book,,Spider-Man,Marvel Treasury Edition,,US $49.99,best_offer_accepted,,$6.75,"Dec 01, 2022","Boise, Idaho, United States",cardza_22,15
Amazing Spider-Man #287. Apr 1987. Marvel Comics. w/Daredevil. FN+.,Amazing Spider-Man,287,https://i.ebayimg.com/images/g/9ukAAOSwEiRje5Dd/s-l500.jpg,Good,6.5 Fine+,Marvel Comics,,,,,Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man (Peter Parker),,Marvel (MCU),US $10.00,highest_bidder,6,$3.49,"Dec 01, 2022","Pasadena, California, United States",jikingma-0,1907
"AMAZING SPIDER-MAN 3 Book Lot #231-233 (1982) NM Cobra, Mister Hyde, Tarantula",Amazing Spider-Man,231 through 233,https://i.ebayimg.com/images/g/0LcAAOSwQbNihGJ1/s-l500.jpg,--,,Marvel Comics,1982,Single Issue,US Comics,John Romita Jr. Covers and Artwork,Bronze Age (1970-83),Comic Book,"Movie,TV & Music, Movie & TV, Superheroes","Spider-Man, Cobra, Mister Hyde, Tarantula",,"Disney, Marvel (MCU)",US $50.00,buy_it_now,,,"Dec 01, 2022","Baton Rouge, Louisiana, United States",twobelieverscomicscardscollectibl...,912
"Marvel Spider-Man Comic Bundle Non-Stop #1 Kubert Variant, Amazing #1 Bagged NEW",Non-Stop Spider-Man,,https://i.ebayimg.com/images/g/D-4AAOSw~DFjduha/s-l500.png,Brand New,,Marvel Comics,2021,Single Issue,US Comics,"1st Edition, Boarded, Collector's Edition, Limited Edition, Special Edition, Variant Cover",Modern Age (1992-Now),Comic Book,"Action, Action/Adventure, Superheroes",Spider-Man,,Marvel (MCU),GBP 12.51,highest_bidder,22,GBP 31.31,"Dec 01, 2022","Prescot, United Kingdom",junk-food-comics,322
